Date,BTC.Open,BTC.High,BTC.Low,BTC.Close,LTC.Open,LTC.High,LTC.Low,LTC.Close,XRP.Open,XRP.High,XRP.Low,XRP.Close,ETH.Open,ETH.High,ETH.Low,ETH.Close,Date,Close*
2/10/17 0:00,988.95,1000.99,954.28,993.08,3.8,3.81,3.7,3.78,0.006367,0.0067,0.006192,0.006289,11.04,11.34,10.78,11.28,3/16/17 0:00,"2,381.38"
2/11/17 0:00,993.08,1016,987.81,1010,3.78,3.8,3.77,3.79,0.00629,0.006395,0.006273,0.006333,11.29,11.43,11.24,11.35,3/17/17 0:00,"2,378.25"
2/12/17 0:00,1010,1010,997.46,999.51,3.8,3.8,3.75,3.76,0.006328,0.006364,0.006269,0.006269,11.35,11.4,11.3,11.4,3/20/17 0:00,"2,373.47"
2/13/17 0:00,999.51,1007.28,976.29,996.86,3.77,3.77,3.7,3.72,0.006267,0.006338,0.006228,0.006251,11.38,11.39,11.17,11.27,3/21/17 0:00,"2,344.02"
2/14/17 0:00,996.86,1016.44,987.33,1009.25,3.72,3.77,3.71,3.77,0.00624,0.006352,0.00624,0.006278,11.29,13.33,11.29,13.03,3/22/17 0:00,"2,348.45"
2/15/17 0:00,1009.25,1011.33,1001,1009.12,3.77,3.82,3.76,3.81,0.006279,0.006302,0.006095,0.006147,13.04,13.04,12.64,12.92,3/23/17 0:00,"2,345.96"
2/16/17 0:00,1009.12,1039.85,1008.79,1034.08,3.8,3.82,3.78,3.79,0.006138,0.006244,0.005988,0.006027,12.92,12.92,12.54,12.9,3/24/17 0:00,"2,343.98"
2/17/17 0:00,1034.08,1058.27,1027.99,1053.12,3.78,3.84,3.77,3.83,0.005939,0.006095,0.005872,0.005935,12.9,12.91,12.66,12.68,3/27/17 0:00,"2,341.59"
2/18/17 0:00,1053.12,1066.84,1050.71,1058.41,3.83,3.83,3.78,3.79,0.005949,0.006014,0.005427,0.005569,12.71,12.83,12.68,12.81,3/28/17 0:00,"2,358.57"
2/19/17 0:00,1058.41,1061.32,1045.31,1052.82,3.79,3.79,3.74,3.76,0.005589,0.005892,0.00557,0.005878,12.82,12.87,12.71,12.76,3/29/17 0:00,"2,361.13"
2/20/17 0:00,1052.82,1084.5,1045.8,1083.24,3.77,3.78,3.75,3.77,0.005879,0.005949,0.00574,0.005873,12.77,12.9,12.43,12.43,3/30/17 0:00,"2,368.06"
2/21/17 0:00,1083.24,1126.49,1078.02,1123.66,3.76,3.8,3.76,3.78,0.005871,0.005909,0.005735,0.005832,12.34,12.77,12.21,12.67,3/31/17 0:00,"2,362.72"
2/22/17 0:00,1123.66,1135.86,1101.9,1122.19,3.79,3.84,3.78,3.81,0.005849,0.005887,0.005817,0.00586,12.69,12.76,12.55,12.6,4/3/17 0:00,"2,358.84"
2/23/17 0:00,1122.19,1186.33,1119.41,1178.38,3.8,3.85,3.8,3.84,0.005856,0.005943,0.005798,0.005895,12.6,13.21,12.56,13.12,4/4/17 0:00,"2,360.16"
2/24/17 0:00,1178.38,1206.6,1101.38,1180.92,3.83,3.88,3.82,3.85,0.005883,0.005919,0.005644,0.005701,13.13,13.23,12.88,13.07,4/5/17 0:00,"2,352.95"
2/25/17 0:00,1180.92,1184.18,1126.26,1151.58,3.85,3.86,3.81,3.83,0.0057,0.005743,0.005628,0.005665,13.06,13.72,12.98,13.55,4/6/17 0:00,"2,357.49"
2/26/17 0:00,1151.58,1183.35,1133.23,1179.97,3.82,3.85,3.8,3.83,0.005664,0.005733,0.005651,0.005671,13.52,14.54,13.4,14.52,4/7/17 0:00,"2,355.54"
2/27/17 0:00,1179.97,1196.8,1173.09,1194.28,3.81,3.83,3.8,3.8,0.005665,0.005696,0.005608,0.005609,14.51,15.68,14.27,15.4,4/10/17 0:00,"2,357.16"
2/28/17 0:00,1194.28,1210.16,1176.9,1190.89,3.8,3.82,3.76,3.77,0.005608,0.005631,0.005438,0.005536,15.45,16.06,15.12,15.82,4/11/17 0:00,"2,353.78"
3/1/17 0:00,1190.89,1230.02,1187.33,1230.02,3.77,3.81,3.76,3.8,0.005525,0.005547,0.005372,0.005408,15.85,17.37,15.56,17.35,4/12/17 0:00,"2,344.93"
3/2/17 0:00,1230.02,1284.33,1216.03,1260.92,3.8,4.11,3.78,3.92,0.005419,0.006217,0.005408,0.005991,17.36,19.35,16.95,19.03,4/13/17 0:00,"2,328.95"
3/3/17 0:00,1260.92,1293.47,1258.49,1290.79,3.92,4,3.9,3.92,0.005988,0.006346,0.005968,0.006339,19.04,20.67,18.41,19.46,4/17/17 0:00,"2,349.01"
3/4/17 0:00,1290.79,1290.79,1239.57,1267.68,3.91,3.92,3.86,3.88,0.006354,0.006497,0.006278,0.006299,19.52,20.05,18.62,18.62,4/18/17 0:00,"2,342.19"
3/5/17 0:00,1267.68,1277.88,1245.91,1277.68,3.86,3.9,3.84,3.9,0.00629,0.006389,0.006129,0.006129,18.5,19.42,18.23,19.3,4/19/17 0:00,"2,338.17"
3/6/17 0:00,1277.68,1285.18,1268.81,1280.87,3.87,3.93,3.86,3.92,0.006129,0.006221,0.006047,0.006057,19.28,20.1,19.11,19.61,4/20/17 0:00,"2,355.84"
3/7/17 0:00,1280.87,1282.44,1188.17,1232.43,3.89,3.91,3.8,3.82,0.006057,0.006577,0.005974,0.006534,19.58,19.63,18.64,18.89,4/21/17 0:00,"2,348.69"
3/8/17 0:00,1232.43,1239.75,1145.89,1150.48,3.81,3.82,3.75,3.78,0.006551,0.006776,0.006363,0.006509,18.88,18.88,16.65,16.65,4/24/17 0:00,"2,374.15"
3/9/17 0:00,1150.48,1208.64,1135.09,1191.81,3.77,3.84,3.76,3.84,0.006485,0.006606,0.006423,0.006498,16.64,17.87,16.37,17.75,4/25/17 0:00,"2,388.61"
3/10/17 0:00,1191.81,1325.81,1022.68,1117.02,3.83,3.88,3.73,3.75,0.006503,0.006546,0.00605,0.006227,17.74,19.66,17.68,19.33,4/26/17 0:00,"2,387.45"
3/11/17 0:00,1117.02,1200.38,1112.14,1181.64,3.76,3.84,3.75,3.8,0.006229,0.006383,0.00613,0.006238,19.37,21.59,19.01,21.47,4/27/17 0:00,"2,388.77"
3/12/17 0:00,1181.64,1237.78,1178.07,1229.5,3.79,3.86,3.78,3.84,0.006214,0.006313,0.006086,0.006255,21.46,23.44,21.38,23.44,4/28/17 0:00,"2,384.20"
3/13/17 0:00,1229.5,1247.26,1216.21,1243.24,3.85,4.25,3.83,4.17,0.006271,0.006429,0.006156,0.006385,23.5,30.6,23.5,28.59,5/1/17 0:00,"2,388.33"
3/14/17 0:00,1243.24,1257.8,1227.11,1246.31,4.17,4.17,4.01,4.06,0.006346,0.006406,0.006277,0.006381,28.57,29.93,27.32,28.65,5/2/17 0:00,"2,391.17"
3/15/17 0:00,1246.31,1260.42,1245.1,1259.6,4.05,4.18,4,4.16,0.00637,0.0065,0.006301,0.006314,28.65,35.06,28.43,35.06,5/3/17 0:00,"2,388.13"
3/16/17 0:00,1259.6,1260.63,1132.45,1172.91,4.15,4.38,4.1,4.24,0.006319,0.006409,0.006213,0.006394,35.36,47.17,35.36,46.35,5/4/17 0:00,"2,389.52"
3/17/17 0:00,1172.91,1172.91,1066.8,1070.13,4.23,4.23,4.04,4.06,0.006406,0.006406,0.00597,0.006116,45.93,55.11,38.21,46.83,5/5/17 0:00,"2,399.29"
3/18/17 0:00,1070.13,1096.88,944.11,970.6,4.04,4.16,3.86,3.97,0.006137,0.007396,0.006118,0.00671,46.87,46.87,31.7,34.16,5/8/17 0:00,"2,399.38"
3/19/17 0:00,970.6,1058.91,970.6,1017.8,3.96,4.03,3.9,3.96,0.006736,0.007198,0.006556,0.006912,35.53,47,35.34,44.74,5/9/17 0:00,"2,396.92"
3/20/17 0:00,1017.8,1052.21,1014.9,1041.34,3.95,4.05,3.89,4.03,0.006915,0.007112,0.006761,0.006975,44.83,46.23,42.44,43.39,5/10/17 0:00,"2,399.63"
3/21/17 0:00,1041.34,1119.07,1041.3,1115.04,4.04,4.04,3.98,4.01,0.006996,0.007075,0.006792,0.006909,43.51,44.26,42.37,43.15,5/11/17 0:00,"2,394.44"
